hour,pu_a_mean,pu_a_min,pu_a_max,pu_b_mean,pu_b_min,pu_b_max,pu_c_mean,pu_c_min,pu_c_max,converged_first
1501,1.0057864829821577,0.9973506489824648,1.0310352050015956,1.0057864829764718,0.9973506489751014,1.031035204996409,1.0057864829810808,0.9973506489827697,1.0310352049996208,True
