bus,x,y,distance_km,kvBase,kvLL,pu_a,pu_b,pu_c
d764f7e6-4c13-40b0-a282-93fc2ac856a3,34.67826186751466,-82.83428930387096,1.0555496677749518,0.27712812921102037,"[-0.0409506987322272, -0.9784966331460867, -0.8269275924058714, 0.5247126618803478, 0.8678782911380986, 0.4537839712657389]",0.9793531644681027,0.9793531644624485,0.9793531644584647
7f6c8c4f-610f-48c1-8ed5-0ea509defebb,34.677362093357964,-82.83518907802765,1.0555498870498323,0.27712812921102037,"[-0.042277013574842745, -0.9778949957770287, -0.8257434017392559, 0.525560465542926, 0.8680204153140987, 0.4523345302341027]",0.9788084432571417,0.9788084432513648,0.9788084432475611
cd609c28-61d1-4d7f-8611-1286eb18ce70,34.677362093357964,-82.8347391909493,1.0967798064665248,0.27712812921102037,"[-0.0428801681172315, -0.9776258737766926, -0.8252087579791266, 0.5259482516988675, 0.8680889260963582, 0.45167762207782497]",0.9785658168178348,0.9785658168120029,0.9785658168082817
c3f2cf9c-f9a2-4415-8fac-a6aa9ccdd5bd,34.677362093357964,-82.83428930387096,1.1380097258832174,0.27712812921102037,"[-0.04348332224656388, -0.9773567508490582, -0.8246741136224619, 0.5263360370334426, 0.8681574358690258, 0.45102071381561554]",0.9783235751492575,0.9783235751433706,0.9783235751397319
2f15e681-d391-49f9-ac6c-e9471ca7e957,34.67781198043631,-82.83518907802765,1.0056418065064072,0.27712812921102037,"[-0.03828802940464682, -0.9796699473545047, -0.829275046980449, 0.5229933797050278, 0.8675630763850959, 0.4566765676494769]",0.9804178593303328,0.9804178593249193,0.9804178593205712
851c3c74-63d9-4b68-8756-89bd42e7d788,34.67781198043631,-82.8347391909493,0.9644121100522359,0.27712812921102037,"[-0.03499267868609648, -0.9811362562689823, -0.8321925831090554, 0.5208726767256617, 0.8671852617951519, 0.4602635795433205]",0.9817600729686906,0.98176007296358,0.9817600729587823
481b4156-086d-4718-8c63-dc41bfd4f4c9,34.67666049233399,-82.83588311852799,0.9499112987380652,0.27712812921102037,"[-0.03999701594139979, -0.9789648627195943, -0.8278099325067033, 0.5241208631429467, 0.8678069484481031, 0.4548439995766475]",0.9797815897801866,0.9797815897744772,0.9797815897712964
733b5182-ae82-43e4-8e87-502cf52aff85,34.67666049233399,-82.83633300560633,0.9911415658607793,0.27712812921102037,"[-0.040237633624096575, -0.9788584743389663, -0.827597488625093, 0.5242760499784448, 0.8678351222491896, 0.45458242436052143]",0.979685143244131,0.9796851432383993,0.9796851432352516
ce68466a-3c9d-4b70-984d-39c2d4c83dfc,34.67666049233399,-82.83543323144964,0.9086810316153512,0.27712812921102037,"[-0.03975639784791367, -0.9790712501705201, -0.8280223757885626, 0.5239656754868435, 0.8677787736364764, 0.4551055746836766]",0.9798780965143914,0.9798780965087046,0.9798780965054906
62926cbf-a806-462a-874d-2491ae8f4891,34.67666049233399,-82.8349833443713,0.9499112987380652,0.27712812921102037,"[-0.040052512568516184, -0.97894039185515, -0.8277609918028905, 0.5241566891996313, 0.8678135043714067, 0.4547837026555186]",0.9797594064447396,0.9797594064390259,0.9797594064358519
6d91fa46-2def-41ac-a44e-0ec1ed25e35a,34.67711037941233,-82.83543323144964,0.8587729568266398,0.27712812921102037,"[-0.03584046789066602, -0.9808006381116452, -0.8314780346567218, 0.5214390746350366, 0.8673185025473877, 0.4593615634766085]",0.9814552617449708,0.9814552617396445,0.9814552617358946
38ddcca1-5a42-4440-b875-c6aab7f58750,34.67756026649068,-82.83543323144964,0.908681035305174,0.27712812921102037,"[-0.03738115293766319, -0.9801248762593665, -0.8301224652024289, 0.5224354660988088, 0.8675036181400922, 0.4576894101605577]",0.9808374603396639,0.9808374603341967,0.9808374603306581
d941df2e-20f2-4710-ba05-61ee4d06caa4,34.67711037941233,-82.8349833443713,0.9000030009908049,0.27712812921102037,"[-0.03714845925808336, -0.9802273140663741, -0.8303275257853671, 0.5222851663644991, 0.8674759850434502, 0.4579421477018751]",0.9809309839204714,0.9809309839150256,0.9809309839114547
84400613-fdf5-465c-bb59-25bccc63e964,34.67822566884535,-82.8350754166891,0.7134643164517979,0.27712812921102037,"[-0.017856146422834247, -0.9887270159554257, -0.8473346399609956, 0.5098273842959442, 0.8651907863838297, 0.47889963165948146]",0.988888241405836,0.9888882414001116,0.9888882413993971
be03ea98-df62-4721-9c08-8e87b6970974,34.67822566884535,-82.83552530376744,0.754693807881139,0.27712812921102037,"[-0.018563736687185067, -0.9879110653015116, -0.8462742108344105, 0.5100322001134261, 0.8648379475215956, 0.47787886518808553]",0.9880854645275566,0.9880854645214813,0.9880854645213918
f7bfc679-f893-49df-a34b-c7f2d8975c85,34.6786755559237,-82.8350754166891,0.6635562288251423,0.27712812921102037,"[-0.01699957037892119, -0.9897146838493539, -0.848618273469458, 0.5095794016285573, 0.8656178438483791, 0.48013528222079666]",0.9898606673494248,0.9898606673441269,0.9898606673426562
f65ebc47-745c-47ea-88a7-abd23fb2fdfc,34.67912544300204,-82.8350754166891,0.7134643201427067,0.27712812921102037,"[-0.018014828045529542, -0.9885452911619261, -0.8470979208620054, 0.5098739442155712, 0.865112748907535, 0.47867134694635477]",0.98870942478237,0.988709424776572,0.9887094247759989
127a487f-f8e5-49e2-8b09-bb7318466844,34.675516140576136,-82.83404127497106,0.27914532825044375,0.27712812921102037,"[-0.008891143443966302, -0.9948897650623469, -0.8571542387323248, 0.5051448385244873, 0.8660453821762911, 0.4897449265378596]",0.994929493480758,0.9949294934776031,0.9949294934774265
29160497-d557-46ef-953b-030985e86c82,34.675516140576136,-82.83359138789271,0.32037616248845313,0.27712812921102037,"[-0.00951879036822163, -0.9941727933325883, -0.8562194995385325, 0.5053299108406555, 0.8657382899067542, 0.4888428824919329]",0.9942183614847273,0.9942183614813209,0.9942183614813948
21a5c737-9853-4b91-9264-5bba7071c44a,34.675516140576136,-82.8344911620494,0.32037616248845313,0.27712812921102037,"[-0.009089494546784966, -0.9946634106769013, -0.8568590345328938, 0.5052034384256853, 0.8659485290796788, 0.4894599722512162]",0.9947049408698683,0.9947049408666334,0.9947049408665364
781b2dc1-d43f-410d-8d73-5d054884a778,34.673156330322776,-82.83226206433518,0.3373467670953574,0.27712812921102037,"[-0.019110234182741395, -0.98897386827141, -0.8469213764573785, 0.5110368823126934, 0.8660316106401199, 0.47793698595871664]",0.9891584873586944,0.9891584873559934,0.9891584873576423
b60382ca-98a1-4b75-b523-efddb361e17c,34.67270644324443,-82.83226206433518,0.3872548094495387,0.27712812921102037,"[-0.019369070307730142, -0.9887972083328854, -0.8466389664003261, 0.5111727110030911, 0.8660080367080563, 0.4776244973297942]",0.9889868957832766,0.9889868957805367,0.9889868957822306
68b90fa4-32a9-48f6-822a-5c14e0262d7a,34.67225655616608,-82.83226206433518,0.43716284811396905,0.27712812921102037,"[-0.019627903632534565, -0.9886205443306092, -0.8463565542240535, 0.5113085352365825, 0.8659844578565881, 0.47731200909402666]",0.9888153696282987,0.9888153696255199,0.988815369627259
c9b6ab2c-36b4-4ee9-bc4e-1a63cb1590b7,34.67360621740112,-82.83226206433518,0.2874387210500043,0.27712812921102037,"[-0.018851395258158613, -0.9891505241447421, -0.8472037843936683, 0.5109010491651798, 0.8660551796518269, 0.47824947497956233]",0.9893301443191042,0.9893301443164417,0.9893301443180461
6239cbb1-bf4c-471e-be1f-890a778af58e,34.67405610447947,-82.83226206433518,0.33734677078406183,0.27712812921102037,"[-0.01953877312779504, -0.9886807442498233, -0.8464532541357566, 0.5112614459148327, 0.8659920272635515, 0.47741929833499075]",0.9888737925768378,0.9888737925740735,0.9888737925757971
e33a7c36-8f7f-4bc7-b053-54f55c890e5e,34.674505991557815,-82.83226206433518,0.3872548242100119,0.27712812921102037,"[-0.020226148266839, -0.9882109602442886, -0.845702721683243, 0.5116218382444149, 0.865928869950082, 0.47658912199987363]",0.9884179272758763,0.9884179272730089,0.9884179272748526
1e683ae3-a73e-4457-a587-085dbb419fa5,34.67360621740112,-82.83271195141353,0.3286705017667824,0.27712812921102037,"[-0.019094245342297828, -0.9889849631228335, -0.8469389793007823, 0.511028582996404, 0.8660332246430801, 0.47795638012642955]",0.9891692713725827,0.989169271369884,0.9891692713715311
7250aede-c77c-468f-b25a-45b6a36d4472,34.67360621740112,-82.83181217725684,0.3286705017667824,0.27712812921102037,"[-0.02030235354485465, -0.9881555302655419, -0.84561661527452, 0.511660118961706, 0.8659189688193746, 0.4764954113038358]",0.9883640713287485,0.9883640713258672,0.9883640713277235
bd90ac5e-9f30-4582-9f5c-54eca933fcdc,34.67360621740112,-82.83136229017849,0.36990228248356055,0.27712812921102037,"[-0.021753309931931083, -0.9871605336073543, -0.8440294446985076, 0.5124191857236198, 0.8657827546304387, 0.4747413478837345]",0.9874001851047518,0.9874001851016518,0.9874001851037604
3d6b4f5c-c488-449a-8284-c2d6435de91a,34.67389461251987,-82.8341332036869,0.060925810917061236,0.27712812921102037,"[-0.03626558951798933, -0.9796766760737311, -0.8302920941643183, 0.521245259745028, 0.8665576836823076, 0.4584314163287031]",0.9803476845302306,0.9803476845295612,0.9803476845304027
0cb1a779-c071-4340-ad2c-7c68bdf0a47a,34.67344472544152,-82.8341332036869,0.11083385932714732,0.27712812921102037,"[-0.03785905798628552, -0.9790943186355652, -0.8289910235948238, 0.522334065199586, 0.8668500815811093, 0.4567602534359791]",0.9798260013869944,0.9798260013861207,0.9798260013872384
981ffc73-311c-4f88-aac2-78db9d7f11af,34.67389461251987,-82.83368331660856,0.01969417311400893,0.27712812921102037,"[-0.033629716358411256, -0.9806350746257319, -0.8324400282367787, 0.519441725903735, 0.8660697445951899, 0.4611933487219967]",0.9812115507606565,0.9812115507603248,0.9812115507607082
bae1a80a-5d8e-4d74-83d6-0a98d65b0a47,34.67434449959821,-82.83368331660856,0.06960222521492573,0.27712812921102037,"[-0.03645136224452952, -0.9795967200555887, -0.8301299638581737, 0.5213661656364681, 0.8665813261027033, 0.4582305544191206]",0.9802746735946004,0.9802746735939017,0.9802746735947725
437ebea5-9e6b-478d-a29c-246fb6dfe631,34.67479438667656,-82.83368331660856,0.11951028100420455,0.27712812921102037,"[-0.039273006883300085, -0.9785583613864547, -0.8278198965534126, 0.5232906022394712, 0.8670929034367127, 0.4552677591469835]",0.9793461265799368,0.9793461265788739,0.9793461265802326
