hour_index,total_pv_kW,total_load_kW,net_generation_kW,pv_to_load_ratio
7047,298.219498,268.43893303975,29.78056496024999,1.1109398085891673
803,365.907472,336.137144648,29.77032735199998,1.088566011633761
8198,377.66254200000003,348.829885492,28.832656508000014,1.0826553475619736
2269,587.299352,560.280820933,27.018531067000026,1.0482231927442824
2391,512.7549650000001,485.89156549874997,26.863399501250115,1.0552868177869872
2270,560.0976,533.74115108475,26.3564489152501,1.0493805804785783
3177,332.489187,306.2290097895,26.26017721049999,1.0857533913681061
3015,501.50991400000004,475.979342565,25.530571435000013,1.0536379798412692
1933,603.486208,578.12013969825,25.366068301750033,1.0438768095349749
3661,586.420402,561.321554784,25.098847215999967,1.0447138470941923
2390,567.104198,544.249205839,22.85499216100004,1.041993614090394
6515,390.873146,369.01050548225,21.862640517750037,1.0592466586552371
2271,501.52465400000006,480.08422159175,21.440432408250047,1.04465972927105
2607,545.906289,524.5717290505,21.334559949499976,1.040670432139845
7186,334.337893,313.15704683025,21.180846169749998,1.0676364952234167
7018,331.507736,310.488829986,21.018906014000038,1.067696171057914
134,369.220806,349.2522559355,19.968550064499993,1.0571751468114
7354,334.706254,315.2880663815,19.418187618499985,1.0615887140283171
807,346.067802,327.24231408975,18.82548791024999,1.0575276669372262
976,343.488074,324.6796677195,18.80840628049998,1.0579291131923296
3184,430.751082,411.99968323875,18.751398761250016,1.0455131362440164
6348,532.747001,514.195196559,18.551804440999945,1.0360793012635465
1886,577.018934,559.66373746375,17.35519653624999,1.0310100411077001
3326,518.578414,502.02693633725,16.55147766274996,1.0329692999155364
6347,478.722515,462.44066852725,16.281846472749976,1.0352085068326597
2532,617.506278,601.44318820675,16.0630897932499,1.026707574516615
2988,567.40528,551.447025823,15.958254176999958,1.0289388688319507
6349,537.473912,521.6230676517499,15.85084434825012,1.0303875428462552
2556,618.396688,602.9137914425,15.482896557499998,1.025680115053889
7546,291.928697,276.52099802675,15.407698973249978,1.0557198116145945
3659,513.350036,498.7165022695,14.633533730500062,1.0293423871770138
2536,450.35037900000003,435.797611836,14.552767164000045,1.0333934049553333
2513,285.048365,270.5915905745,14.456774425499987,1.0534265434538446
6519,409.022924,394.740434047,14.282489952999981,1.0361819760149462
1312,358.272695,344.24762493425,14.025070065750015,1.0407412223328703
4860,523.834299,510.30194042575005,13.53235857424994,1.0265183344912259
1934,578.872134,566.0481854447501,12.823948555249899,1.0226552224039351
2245,596.838501,584.0145718935,12.823929106499918,1.0219582330676507
2177,281.478101,268.95480505250003,12.523295947499946,1.0465628226961499
6373,514.064664,501.72093160575,12.343732394249969,1.0246027833244693
4862,525.6595580000001,513.4896099445,12.169948055500072,1.0237004737702775
8031,333.32767,321.8736913,11.453978699999993,1.035585318011403
8699,336.13311699999997,324.98996270775,11.14315429224996,1.0342876843491404
1935,519.32748,508.508031179,10.819448821000037,1.0212768474366822
323,337.145293,326.79191373925,10.353379260749989,1.03168186786081
7215,294.674821,284.53085171175,10.143969288249991,1.0356515583163368
6880,288.834135,279.1658899995,9.668245000500008,1.0346326120497196
7527,327.095594,319.156185595,7.939408404999995,1.0248762447305302
2389,581.031174,573.10139005475,7.9297839452499375,1.0138366143740392
1642,309.705967,302.69340472025,7.01256227975,1.0231672086250567
1162,287.494212,282.16827417375004,5.3259378262499695,1.0188750376808677
300,351.51695800000005,347.86790068325,3.6490573167500315,1.0104897758577125
2989,575.13785,572.75279225775,2.3850577422499555,1.0041641992327686
8703,337.29433,335.324542612,1.969787387999986,1.0058742684528312
8195,343.7341,343.57704000725,0.15705999275002114,1.0004571288939725
2321,282.737821,282.68173097625,0.05609002375001637,1.0001984175749805
8760,0.0,0.0,0.0,0.0
2987,523.1886069999999,523.75141640125,-0.5628094012500924,0.998925424576333
7863,316.122209,317.33939199025,-1.2171829902500235,0.9961644094079193
3662,565.863958,567.14819607575,-1.284238075749954,0.9977356199272579
664,289.22732099999996,291.25869572725,-2.031374727250011,0.9930255276492146
4859,500.923653,503.220140111,-2.2964871109999763,0.9954364145562024
6372,479.654625,482.54182899725,-2.8872039972499692,0.9940166741663279
2558,545.111534,548.414320812,-3.302786812000022,0.9939775682715809
2582,608.350426,613.002625491,-4.652199491000033,0.9924107984371445
1885,597.092809,602.7851137995,-5.692304799499993,0.9905566583186226
2247,484.65298,491.09592286075,-6.4429428607500085,0.9868804778298732
2583,547.6467650000001,554.4990217475,-6.8522567474999505,0.9876424349432619
1862,560.6650970000001,567.83024347225,-7.165146472249944,0.9873815325231411
2604,615.702268,624.4377936385,-8.735525638500008,0.9860105734894583
4501,554.47943,563.415662536,-8.936232536000034,0.9841391815770328
1932,579.14588,588.2829622015,-9.137082201499993,0.9844682172134053
7522,300.009296,309.24103605225,-9.231740052250018,0.9701471022725545
7695,321.287245,332.0610824625,-10.773837462500012,0.9675546488309983
1673,237.711812,249.4605499775,-11.748737977499985,0.9529034192722534
1622,548.478619,560.4330552985,-11.954436298500013,0.9786692858957042
2511,275.143747,287.46544636199997,-12.321699361999947,0.9571367603478151
2581,628.493445,640.8423524175,-12.348907417500072,0.9807301930784607
3658,443.580487,456.0724291865,-12.491942186500012,0.9726097383667947
4500,545.841044,558.628677855,-12.787633854999967,0.9771088822700433
1984,296.480384,310.0388892415,-13.558505241499972,0.9562683693296065
3855,498.219221,512.1179351055,-13.898714105500005,0.9728603235200167
1693,536.930886,551.4498116715,-14.518925671500028,0.9736713544226935
2368,408.260939,422.97385968574997,-14.712920685749964,0.9652155297211593
7690,294.291752,309.65999390125,-15.36824190125003,0.9503705898265905
1598,541.267454,556.7347422795,-15.46728827949994,0.9722178479676186
7048,248.36307799999997,264.78675906425,-16.423681064250047,0.9379739301909775
2272,412.49097600000005,428.99758095875,-16.50660495874996,0.9615228461582864
7045,250.54914900000003,267.82928804625,-17.280139046249957,0.9354807679631112
2649,278.402628,296.18375577625,-17.781127776250003,0.9399658881709619
2462,595.056426,613.3570362187501,-18.30061021875008,0.9701632000478324
2463,534.817035,553.140879532,-18.323844531999953,0.9668730947631706
658,262.31531,280.77172841725,-18.456418417250006,0.9342653925466184
472,290.56309799999997,309.03628701825,-18.473189018250025,0.9402232335344415
3850,443.206412,462.1086622295,-18.902250229499998,0.9590956570746815
1505,250.916685,270.89912156625,-19.982436566250016,0.926236610229835
2173,267.904316,288.5911219785,-20.68680597849999,0.9283179372775054
7882,257.695563,278.78769910325,-21.092136103250027,0.9243433727691771
7714,254.480223,275.676432393,-21.196209393000032,0.923111997162329
6370,359.130539,381.17916620125,-22.048627201249985,0.9421567858413179
3012,418.42063,441.03394632975,-22.613316329749978,0.9487265833692331
7190,286.295319,309.26113247275,-22.96581347274997,0.925739732585008
1406,559.394564,582.88923377075,-23.49466977075008,0.9596927351386229
6374,499.074863,522.90842455525,-23.833561555250014,0.954421154086507
